feature,importance_gain,importance_split
prev_recent_AMT_DOWN_PAYMENT,86.34545631607372,14.866666666666665
pos_mean_SK_DPD,87.94309719502925,14.666666666666666
cc_score,85.53203100760777,14.533333333333335
prev_sum_CHANNEL_TYPE_AP_Cash_loan_,83.41487265427908,14.533333333333335
bureau_active_sum_AMT_CREDIT_SUM_OVERDUE,194.9329339981079,14.466666666666665
cc_var_AMT_CREDIT_LIMIT_ACTUAL,76.72788793047269,14.333333333333334
cc_var_AMT_CREDIT_USE_RATIO,84.18387399117151,14.2
cc_mean12_AMT_DRAWINGS_ATM_CURRENT,167.6443573743105,14.133333333333331
bureau_active_sum_AMT_CREDIT_SUM_LIMIT,100.97140240371228,14.066666666666666
bureau_sum_AMT_LIMIT_RATIO,92.18810494343441,14.0
bureau_recent_CREDIT_ACTIVE,60.09473065535228,14.0
FLOORSMIN_MODE,82.04722489118576,13.8
cc_var_AMT_INST_MIN_REGULARITY,108.16217556794484,13.533333333333331
cc_var_AMT_BALANCE,104.01137791474662,13.466666666666669
cc_mean4_AMT_DRAWINGS_CURRENT,126.80747855901718,13.4
cc_scale_sum_AMT_CREDIT_USE_RATIO,76.90939915180206,13.333333333333332
cc_mean4_AMT_DRAWING_ATM_RATIO,166.29366983771325,13.266666666666666
cc_mean12_CNT_DRAWINGS_CURRENT,124.88916427691777,13.2
cc_mean4_AMT_RECEIVABLE_PRINCIPAL_DIFF,181.23111654122673,13.2
cc_max_AMT_DRAWINGS_ATM_CURRENT,93.00646274021517,13.133333333333335
prev_recent_DAYS_TOTAL2,78.27186980048816,13.066666666666666
bureau_active_avg_AMT_CREDIT_SUM_OVERDUE,65.49920593897501,13.0
prev_NAME_YIELD_GROUP_mode,76.01225566267968,12.933333333333334
cc_mean4_AMT_CREDIT_LIMIT_ACTUAL,137.17990441918374,12.933333333333332
cc_var_AMT_BALANCE_RECIVABLE_RATIO,69.41702168782552,12.866666666666665
cc_var_AMT_DRAWING_ATM_RATIO,77.97477952241897,12.8
cc_max_CNT_DRAWINGS_POS_CURRENT,68.71343686183293,12.666666666666668
prev_recent_DAYS_END_DIFF,72.61574840545654,12.6
prev_recent_CHANNEL_TYPE,66.84544688661893,12.4
cc_mean12_AMT_PAY_INST_DIFF,86.49924464200934,12.266666666666666
cc_var_AMT_TOTAL_RECEIVABLE,86.43751066327096,11.8
prev_CHANNEL_TYPE_mode,62.57944122155508,11.8
prev_closest_credit_defaulted,113.92843794027962,11.8
prev_sum_NAME_YIELD_GROUP_middle,72.0584352761507,11.6
prev_sum_NAME_CONTRACT_STATUS_Refused,91.09916038413841,11.533333333333335
prev_refused_SK_ID_PREV_COUNT,71.16162576973439,11.466666666666667
cc_max_AMT_BALANCE_RECIVABLE_RATIO,63.76049580375354,11.466666666666665
cc_scale_mean_scale_sum_AMT_DRAWINGS_ATM_CURRENT,109.90975207090378,11.4
cc_max_AMT_CREDIT_USE_RATIO,64.07796011169751,11.4
cc_mean_AMT_DRAWING_ATM_RATIO,73.72928838332493,11.333333333333334
cc_scale_mean_scale_sum_CNT_DRAWINGS_CURRENT,100.82028288841246,11.133333333333335
cc_scale_sum_AMT_DRAWINGS_ATM_CURRENT,90.8132569335401,11.066666666666666
cc_mean12_AMT_DRAWINGS_CURRENT,81.18926339894533,11.0
cc_mean_AMT_BALANCE_RECIVABLE_RATIO,66.03050597856442,10.933333333333334
prev_sum_NAME_PRODUCT_TYPE_XNA,55.61005985836188,10.933333333333334
cc_scale_sum_AMT_BALANCE_RECIVABLE_RATIO,65.46609061559042,10.933333333333334
cc_scale_mean_scale_sum_AMT_PAY_INST_DIFF,79.40957015752792,10.933333333333334
cc_mean36_AMT_PAY_INST_DIFF,73.3137976606687,10.866666666666665
pos_max_SK_DPD,65.70580708781878,10.733333333333334
bureau_sum_MONTH_LAST_DPD,58.69611910978953,10.733333333333333
cc_mean4_AMT_TOTAL_RECEIVABLE,100.43532738288243,10.733333333333333
cc_var_AMT_DRAWINGS_ATM_CURRENT,78.24780975580215,10.666666666666668
cc_var_CNT_DRAWINGS_POS_CURRENT,66.62603432436785,10.533333333333335
cc_mean_AMT_PAY_INST_DIFF,65.6416347856323,10.533333333333333
cc_mean36_CNT_DRAWINGS_ATM_CURRENT,204.57359904646873,10.533333333333333
cc_mean_AMT_CREDIT_USE_RATIO,60.994920110702516,10.533333333333333
prev_refused_RATE_DOWN_PAYMENT_MAX,93.23083901604016,10.533333333333333
cc_mean_CNT_DRAWINGS_ATM_CURRENT,163.3570758899053,10.4
cc_mean_AMT_PAYMENT_CURRENT,55.89680358171463,10.333333333333332
cc_Active,66.88745197455088,10.333333333333332
bureau_min_MONTH_LAST_DPD,73.89227454264959,10.266666666666666
prev_refused_RATE_DOWN_PAYMENT_MEAN,91.28707375526429,10.2
FLAG_DOCUMENT_8,67.37065597375235,10.133333333333333
cc_scale_mean_scale_sum_AMT_DRAWING_BALANCE_RATIO,59.81098926663399,10.133333333333333
prev_sum_NAME_CLIENT_TYPE_New,58.396045104662576,10.066666666666666
prev_sum_NAME_CLIENT_TYPE_Repeater,56.12887869675954,10.066666666666666
cc_scale_sum_AMT_PAY_INST_DIFF,74.52195943593979,10.066666666666666
prev_sum_CODE_REJECT_REASON_SCO,39.24520788192749,9.8
cc_var_AMT_PAYMENT_TOTAL_CURRENT,56.67598150571187,9.8
prev_refused_AMT_DOWN_PAYMENT_MEAN,60.221496725082396,9.8
pos_mean_SK_DPD_DEF,58.30796368519465,9.8
cc_var_AMT_DRAWINGS_POS_RATIO,54.7186537588636,9.666666666666668
prev_refused_AMT_DOWN_PAYMENT_MAX,67.47926692962646,9.6
cc_scale_sum_CNT_DRAWINGS_CURRENT,79.65967376232148,9.6
cc_var_AMT_PAY_INST_DIFF,56.3423525929451,9.533333333333333
prev_sum_CHANNEL_TYPE_Stone,55.909278869628906,9.533333333333333
prev_sum_NAME_CONTRACT_TYPE_Cash_loans,51.58996492723624,9.533333333333333
cc_scale_sum_AMT_DRAWINGS_POS_RATIO,58.381728686889005,9.533333333333333
cc_mean4_AMT_PAYMENT_TOTAL_CURRENT,58.15553818146388,9.333333333333334
prev_sum_CODE_REJECT_REASON_XAP,67.02900538345179,9.2
cc_mean_AMT_BALANCE_CREDIT_RATIO,66.68727918863297,9.2
cc_var_AMT_PAYMENT_CURRENT,52.97359688282013,9.133333333333333
cc_mean36_AMT_BALANCE_CREDIT_RATIO,110.65497301518917,9.133333333333333
cc_mean_AMT_DRAWING_BALANCE_RATIO,59.336445854107545,9.133333333333333
cc_mean36_AMT_BALANCE_RECIVABLE_RATIO,47.506068889300025,9.066666666666666
cc_max_AMT_PAY_INST_DIFF,55.86869459847609,9.066666666666666
cc_mean4_AMT_BALANCE,95.69617726405463,9.066666666666666
FLAG_PHONE,47.70277936458588,9.0
NAME_TYPE_SUITE,44.74840395450592,9.0
prev_sum_NAME_PRODUCT_TYPE_x_sell,52.04001748412848,8.8
cc_scale_mean_scale_sum_AMT_DRAWINGS_CURRENT,82.96368126670521,8.8
cc_mean36_AMT_CREDIT_LIMIT_ACTUAL,59.37980302174886,8.733333333333334
cc_scale_sum_AMT_DRAWINGS_CURRENT,55.53507134517033,8.733333333333334
cc_mean36_AMT_DRAWING_BALANCE_RATIO,57.523160045966506,8.733333333333333
cc_mean36_AMT_CREDIT_USE_RATIO,48.74079182346662,8.666666666666668
prev_sum_NAME_CLIENT_TYPE_Refreshed,48.80442598263423,8.6
CNT_CHILDREN,47.89237869183222,8.533333333333335
cc_scale_mean_scale_sum_AMT_PAY_USE_RATIO,56.552096772193906,8.533333333333333
cc_max_AMT_PAYMENT_TOTAL_CURRENT,49.46900366743406,8.533333333333333
prev_sum_NAME_PAYMENT_TYPE_Cash_through_the_bank,47.90421812410156,8.466666666666667
cc_mean36_AMT_PAY_USE_RATIO,48.28983666201433,8.466666666666665
cc_mean4_AMT_BALANCE_RECIVABLE_RATIO,51.345286688705286,8.4
prev_sum_NAME_CONTRACT_TYPE_Consumer_loans,43.11397788276275,8.333333333333334
prev_recent_DEFAULTED,69.21030723651249,8.333333333333332
cc_min_AMT_RECEIVABLE_PRINCIPAL_DIFF,33.18511848449707,8.2
cc_mean4_AMT_CREDIT_USE_RATIO,60.920581490794824,8.2
cc_mean_AMT_PAYMENT_TOTAL_CURRENT,50.64059217274189,8.133333333333335
inst_count,91.00881195689242,8.133333333333333
prev_sum_NAME_YIELD_GROUP_XNA,45.60074214786291,8.066666666666666
cc_max_AMT_PAYMENT_CURRENT,49.5267471353213,8.0
cc_max_CNT_DRAWINGS_ATM_CURRENT,91.47023644844691,7.866666666666667
prev_sum_NAME_CONTRACT_STATUS_Canceled,41.1794529914856,7.866666666666665
cc_mean36_AMT_DRAWING_ATM_RATIO,52.495795710881545,7.8
cc_scale_mean_scale_sum_AMT_BALANCE_CREDIT_RATIO,94.55848510464033,7.8
cc_mean_AMT_RECEIVABLE_PRINCIPAL_DIFF,47.019203444321946,7.666666666666666
cc_scale_mean_scale_sum_AMT_BALANCE_RECIVABLE_RATIO,42.27320445775986,7.6
prev_sum_DEFAULTED,75.98447868029277,7.6
cc_mean36_AMT_PAYMENT_CURRENT,46.025377202033994,7.6
LIVE_CITY_NOT_WORK_CITY,42.325206621487936,7.533333333333334
prev_sum_CODE_REJECT_REASON_HC,45.23909956216812,7.533333333333334
cc_scale_sum_AMT_DRAWING_BALANCE_RATIO,45.062593665719035,7.466666666666667
cc_mean_AMT_INST_MIN_REGULARITY,45.56865832805634,7.466666666666666
prev_count,38.24213086664677,7.4
cc_scale_mean_scale_sum_AMT_DRAWING_ATM_RATIO,57.63081855773926,7.333333333333334
cc_mean12_AMT_CREDIT_USE_RATIO,42.73777401149273,7.333333333333333
cc_scale_mean_scale_sum_AMT_RECEIVABLE_PRINCIPAL_DIFF,58.31806919078032,7.2666666666666675
prev_recent_CODE_REJECT_REASON,38.07622804244359,7.2666666666666675
bureau_AMT_SUM_OVERDUE_TOTAL_RATIO,42.13395243088404,7.266666666666666
cc_mean4_AMT_PAYMENT_CURRENT,41.42071952124437,7.266666666666666
cc_var_AMT_DRAWINGS_CURRENT,36.952178399761515,7.133333333333333
cc_scale_mean_scale_sum_AMT_CREDIT_USE_RATIO,46.89380431572596,7.066666666666667
cc_scale_sum_AMT_BALANCE_CREDIT_RATIO,50.84977838868896,7.0666666666666655
cc_mean12_AMT_DRAWING_ATM_RATIO,62.765867580970124,7.0
cc_mean12_AMT_PAY_USE_RATIO,41.35388422211012,6.866666666666665
cc_mean_CNT_DRAWINGS_CURRENT,47.017729210853574,6.8
prev_sum_CHANNEL_TYPE_Regional_Local,33.85442272822062,6.7333333333333325
FONDKAPREMONT_MODE,36.67144264380137,6.666666666666667
pos_max_SK_DPD_DEF,49.70807028611502,6.666666666666667
bureau_CREDIT_TYPE_mode,34.34651631116867,6.666666666666667
cc_mean_AMT_DRAWINGS_ATM_CURRENT,50.72972327073415,6.666666666666666
cc_scale_mean_scale_sum_AMT_PAYMENT_TOTAL_CURRENT,48.49380065997442,6.6
prev_sum_NAME_CONTRACT_STATUS_Approved,58.614381839831665,6.533333333333333
cc_scale_sum_AMT_PAYMENT_TOTAL_CURRENT,39.25765370329221,6.466666666666667
prev_sum_NAME_TYPE_SUITE_Family,37.36180656924844,6.466666666666667
cc_max_AMT_TOTAL_RECEIVABLE,49.29514688849449,6.466666666666667
bureau_max_MONTH_LAST_DPD,47.57681639989217,6.4
cc_scale_sum_AMT_DRAWING_ATM_RATIO,43.19022185405096,6.4
cc_scale_mean_scale_sum_CNT_DRAWINGS_POS_CURRENT,38.64214860598246,6.333333333333334
cc_mean12_AMT_PAYMENT_TOTAL_CURRENT,35.76593450109164,6.333333333333334
cc_mean_AMT_DRAWINGS_POS_RATIO,40.767507231235506,6.333333333333333
cc_mean36_AMT_RECEIVABLE_PRINCIPAL_DIFF,39.834741830825806,6.266666666666667
prev_sum_NAME_PORTFOLIO_XNA,30.912846161921816,6.133333333333334
cc_mean12_AMT_BALANCE_CREDIT_RATIO,75.05722215572993,6.066666666666666
cc_max_AMT_DRAWINGS_CURRENT,35.973344395558044,6.0
cc_mean36_AMT_PAYMENT_TOTAL_CURRENT,31.738837223251664,5.933333333333334
cc_mean4_AMT_DRAWINGS_POS_RATIO,34.920113583405815,5.866666666666667
prev_sum_NAME_PORTFOLIO_Cash,33.525808923443165,5.866666666666667
cc_mean36_CNT_DRAWINGS_CURRENT,38.50131259759267,5.866666666666666
prev_sum_NAME_PRODUCT_TYPE_walk_in,46.7153603275617,5.8
prev_sum_NFLAG_INSURED_ON_APPROVAL,33.7173533876737,5.733333333333333
prev_sum_NAME_PORTFOLIO_POS,27.128445530931156,5.666666666666667
prev_approved_SK_ID_PREV_COUNT,45.3678481588761,5.666666666666666
cc_max_AMT_INST_MIN_REGULARITY,39.107734612623844,5.6
cc_scale_sum_AMT_RECEIVABLE_PRINCIPAL_DIFF,37.17001350323359,5.533333333333333
cc_max_AMT_CREDIT_LIMIT_ACTUAL,30.471865489085513,5.533333333333333
cc_max_AMT_BALANCE,43.89306342601776,5.533333333333333
cc_max_SK_DPD,16.528655321896075,5.466666666666667
bureau_CREDIT_ACTIVE_mode,52.8622321565946,5.4
cc_scale_sum_CNT_DRAWINGS_POS_CURRENT,32.45375742912292,5.4
cc_mean36_AMT_DRAWINGS_ATM_CURRENT,43.574628102779386,5.333333333333334
cc_mean12_AMT_BALANCE_RECIVABLE_RATIO,31.81641935507456,5.333333333333334
cc_mean4_CNT_DRAWINGS_POS_CURRENT,29.174644827842712,5.333333333333333
cc_mean_AMT_BALANCE,31.084271669387817,5.133333333333334
cc_scale_sum_AMT_PAYMENT_CURRENT,31.88349151611328,5.133333333333333
prev_recent_NAME_CONTRACT_STATUS,37.24856650829315,5.133333333333333
cc_scale_mean_scale_sum_SK_DPD_DEF,24.476852186520894,5.000000000000001
prev_sum_NAME_CONTRACT_TYPE_Revolving_loans,28.408810396989185,5.0
cc_mean_AMT_TOTAL_RECEIVABLE,33.187395008405055,5.0
prev_sum_CODE_REJECT_REASON_LIMIT,31.266058047612507,4.866666666666667
REG_CITY_NOT_WORK_CITY,30.621044198671974,4.866666666666667
cc_scale_mean_scale_sum_AMT_PAYMENT_CURRENT,27.339910467465717,4.733333333333333
cc_mean12_AMT_PAYMENT_CURRENT,30.251396902402245,4.733333333333333
prev_recent_NFLAG_INSURED_ON_APPROVAL,25.948290546735127,4.666666666666667
cc_scale_mean_scale_sum_AMT_TOTAL_RECEIVABLE,32.22708946466446,4.666666666666667
cc_mean_CNT_DRAWINGS_POS_CURRENT,24.328629950682323,4.666666666666666
pos_NAME_CONTRACT_STATUS_CNT_Signed,27.22623476584753,4.533333333333333
AMT_REQ_CREDIT_BUREAU_MON,25.834261989593507,4.4
cc_var_SK_DPD,19.921472597122193,4.4
cc_mean36_AMT_DRAWINGS_POS_RATIO,23.00425194253524,4.4
prev_NAME_CONTRACT_STATUS_mode,24.80614542563756,4.333333333333334
prev_NAME_CASH_LOAN_PURPOSE_mode,18.633243544896445,4.333333333333334
prev_sum_NAME_TYPE_SUITE_Spouse_partner,21.351691031455992,4.2666666666666675
prev_CODE_REJECT_REASON_mode,28.728943337996803,4.266666666666667
cc_mean12_AMT_DRAWINGS_POS_RATIO,30.352475154399873,4.266666666666667
cc_mean12_AMT_TOTAL_RECEIVABLE,32.3801666110754,4.266666666666667
cc_max_AMT_DRAWINGS_POS_RATIO,28.98653537432353,4.2
cc_mean_AMT_DRAWINGS_CURRENT,23.954092826445898,4.2
bureau_sum_STATUS_12CNT_DPD_MEAN,31.111888726552326,4.2
prev_recent_NAME_CASH_LOAN_PURPOSE,19.224224376678468,4.2
cc_scale_mean_scale_sum_AMT_DRAWINGS_POS_RATIO,21.51015337705612,4.133333333333334
prev_sum_NAME_CONTRACT_STATUS_Unused_offer,28.640613985061645,4.066666666666666
cc_mean12_AMT_RECEIVABLE_PRINCIPAL_DIFF,26.575084288915,4.066666666666666
cc_mean36_AMT_BALANCE,22.354120938355727,3.9333333333333336
cc_mean36_AMT_DRAWINGS_CURRENT,21.24634861946106,3.9333333333333336
cc_mean36_AMT_INST_MIN_REGULARITY,20.285041240851086,3.866666666666667
cc_Signed,14.94000205198924,3.866666666666667
bureau_sum_CREDIT_ACTIVE_Sold,17.40361527601878,3.8666666666666663
cc_mean_SK_DPD,19.320834016799928,3.8666666666666663
cc_scale_sum_SK_DPD,19.634291541576385,3.733333333333333
cc_mean36_CNT_DRAWINGS_POS_CURRENT,19.774843374888103,3.6666666666666665
cc_max_AMT_DRAWING_ATM_RATIO,23.742226254940032,3.5333333333333328
cc_mean12_CNT_DRAWINGS_POS_CURRENT,20.811423920591672,3.5333333333333328
cc_scale_mean_scale_sum_AMT_BALANCE,21.601636023322744,3.4666666666666672
prev_NAME_PORTFOLIO_mode,27.966979257265724,3.4666666666666663
cc_mean36_AMT_TOTAL_RECEIVABLE,20.04202854335308,3.4
cc_scale_sum_AMT_INST_MIN_REGULARITY,18.17035927673181,3.4
prev_active_sum_AMT_DOWN_PAYMENT,17.637089896202088,3.4
cc_min_AMT_TOTAL_RECEIVABLE,20.90759394963582,3.4
REG_REGION_NOT_LIVE_REGION,7.149752028783162,3.2666666666666666
cc_scale_sum_AMT_DRAWINGS_OTHER_RATIO,7.681948494911192,3.2666666666666666
cc_var_AMT_DRAWINGS_OTHER_RATIO,10.78201273679733,2.9333333333333336
prev_NAME_PAYMENT_TYPE_mode,17.405176091194154,2.8666666666666667
cc_mean12_AMT_BALANCE,16.790671773751576,2.8
cc_mean4_AMT_INST_MIN_REGULARITY,19.45726579427719,2.8
cc_scale_sum_SK_DPD_DEF,12.037592657407124,2.7333333333333334
cc_mean12_AMT_INST_MIN_REGULARITY,16.05123740037282,2.7333333333333334
cc_scale_sum_AMT_TOTAL_RECEIVABLE,14.678632704416913,2.666666666666667
prev_recent_NAME_PAYMENT_TYPE,18.771228766441347,2.6
prev_recent_NAME_PRODUCT_TYPE,16.590079975128173,2.6
NAME_CONTRACT_TYPE,69.5595486799876,2.6
pos_NAME_CONTRACT_STATUS_CNT_Returned_to_the_store,13.137231993675233,2.6
prev_recent_NAME_PORTFOLIO,12.765067252516747,2.5333333333333337
REG_REGION_NOT_WORK_REGION,11.458212693532309,2.533333333333333
cc_scale_mean_scale_sum_CNT_DRAWINGS_OTHER_CURRENT,8.940411547819775,2.533333333333333
cc_scale_sum_AMT_BALANCE,14.53891529242198,2.533333333333333
FLAG_EMAIL,13.49706859588623,2.4666666666666663
prev_recent_DAYS_FIRST_DRAWING,12.359876728057861,2.4000000000000004
cc_scale_mean_scale_sum_SK_DPD,15.359361950556439,2.4
pos_recent_NAME_CONTRACT_STATUS,23.431013766924544,2.4
cc_scale_mean_scale_sum_AMT_INST_MIN_REGULARITY,10.687366093446812,2.333333333333333
prev_NAME_CLIENT_TYPE_mode,17.050265978773435,2.333333333333333
cc_mean_SK_DPD_DEF,12.540170200665793,2.2666666666666666
prev_recent_NAME_CLIENT_TYPE,17.25520394643148,2.2
FLAG_OWN_REALTY,14.884888124465942,2.2
prev_sum_NAME_PORTFOLIO_Cards,9.710745259126028,2.066666666666667
cc_var_SK_DPD_DEF,9.075630827248096,2.0666666666666664
prev_recent_NAME_CONTRACT_TYPE,10.342906592289607,2.0
cc_MONTH_LAST_DPD,8.467546741167705,1.5333333333333332
pos_recent_SK_DPD,6.8222520748774205,1.4666666666666668
cc_MONTHS_BALANCE,8.318300708134968,1.4
prev_NAME_CONTRACT_TYPE_mode,7.718974669774374,1.4
cc_mean4_AMT_DRAWINGS_OTHER_RATIO,2.5510360081990564,1.3333333333333333
AMT_REQ_CREDIT_BUREAU_WEEK,9.09041002591451,1.3333333333333333
prev_NAME_PRODUCT_TYPE_mode,7.064947287241617,1.2666666666666666
prev_sum_NAME_TYPE_SUITE_Other_B,9.380010690291723,1.2666666666666666
cc_scale_mean_scale_sum_AMT_DRAWINGS_OTHER_RATIO,4.712422672907511,1.2
FLAG_DOCUMENT_11,2.852704683939616,1.1333333333333333
cc_mean36_SK_DPD_DEF,3.785603348414104,1.1333333333333333
bureau_sum_STATUS_12CNT_DPD_SUM,6.243215354283651,1.0666666666666667
LIVE_REGION_NOT_WORK_REGION,4.414413992563883,0.8666666666666666
FLAG_DOCUMENT_18,4.579765343666077,0.8666666666666666
prev_sum_NAME_TYPE_SUITE_Children,4.6472740173339835,0.8666666666666666
cc_mean12_SK_DPD,2.955043148994446,0.8
pos_recent_SK_DPD_DEF,4.035378678639729,0.8
bureau_active_sum_CNT_CREDIT_PROLONG,4.199246017138163,0.7333333333333334
bureau_active_avg_CNT_CREDIT_PROLONG,3.7148113568623855,0.7333333333333333
cc_mean36_SK_DPD,4.5981739560763035,0.7333333333333333
prev_sum_CODE_REJECT_REASON_SCOFR,4.82733736038208,0.7333333333333332
cc_mean4_SK_DPD,2.60329270362854,0.6666666666666667
HOUSETYPE_MODE,1.6909086624781289,0.6666666666666667
FLAG_DOCUMENT_6,3.407170263926188,0.6
cc_scale_sum_CNT_DRAWINGS_OTHER_CURRENT,3.004414677619934,0.6
prev_active_count,2.7770533561706543,0.6
cc_mean12_SK_DPD_DEF,2.733665307362874,0.6
bureau_sum_AMT_SUM_OVERDUE_RATIO,3.1056133270263673,0.6
cc_SK_DPD,2.0284603794415794,0.5333333333333333
prev_recent_RATE_INTEREST_PRIMARY,0.9932826677958172,0.4666666666666667
cc_Completed,4.181712659200032,0.4666666666666666
inst_max_AMT_PAYMENT_PERC,7.2044792493184415,0.4666666666666666
bureau_active_AMT_SUM_OVERDUE_TOTAL_RATIO,3.4779081185658773,0.4666666666666666
cc_max_AMT_PAY_USE_RATIO,2.1873080094655353,0.4666666666666666
bureau_active_avg_AMT_SUM_OVERDUE_RATIO,0.8856148719787598,0.4
prev_avg_RATE_INTEREST_PRIMARY,0.49051599502563475,0.33333333333333337
cc_max_AMT_DRAWINGS_OTHER_RATIO,2.080566008885701,0.3333333333333333
bureau_sum_CREDIT_DAY_OVERDUE,1.1047746578852338,0.3333333333333333
FLAG_EMP_PHONE,2.125751336415609,0.26666666666666666
bureau_active_avg_CREDIT_DAY_OVERDUE,0.7304050667832295,0.26666666666666666
cc_mean36_AMT_DRAWINGS_OTHER_RATIO,1.4675339857737222,0.26666666666666666
EMERGENCYSTATE_MODE,1.4248666922251385,0.26666666666666666
cc_NAME_CONTRACT_STATUS,1.4797059853871664,0.26666666666666666
bureau_active_sum_AMT_SUM_OVERDUE_RATIO,2.518030615647634,0.26666666666666666
cc_mean_AMT_DRAWINGS_OTHER_RATIO,1.3530786514282227,0.26666666666666666
bureau_avg_CREDIT_DAY_OVERDUE,0.5477386633555094,0.2
bureau_sum_CNT_CREDIT_PROLONG,0.8471793095270794,0.2
bureau_active_sum_DAYS_ENDDATE_FACT,0.9775053342183432,0.2
cc_mean_CNT_DRAWINGS_OTHER_CURRENT,0.9174753586451214,0.2
cc_var_CNT_DRAWINGS_OTHER_CURRENT,1.037605341275533,0.2
prev_sum_NAME_TYPE_SUITE_Other_A,1.1297319730122886,0.19999999999999998
bureau_active_sum_CREDIT_DAY_OVERDUE,0.21234967410564423,0.13333333333333333
prev_avg_RATE_INTEREST_PRIVILEGED,0.44586931864420576,0.06666666666666667
prev_recent_RATE_INTEREST_PRIVILEGED,0.2026979923248291,0.06666666666666667
cc_MONTH_LAST_DPD7,0.22693400382995604,0.06666666666666667
pos_NAME_CONTRACT_STATUS_CNT_Approved,0.0,0.0
cc_mean4_CNT_ACCOUNT_W_MONTH,0.0,0.0
FLAG_DOCUMENT_5,0.0,0.0
cc_mean12_CNT_ACCOUNT_W_MONTH,0.0,0.0
FLAG_DOCUMENT_7,0.0,0.0
prev_sum_NAME_CONTRACT_TYPE_XNA,0.0,0.0
cc_mean12_CNT_DRAWINGS_OTHER_CURRENT,0.0,0.0
prev_sum_NAME_PAYMENT_TYPE_Cashless_from_the_account_of_the_employer,0.0,0.0
prev_sum_NAME_PAYMENT_TYPE_Non_cash_from_your_account,0.0,0.0
cc_mean36_CNT_ACCOUNT_W_MONTH,0.0,0.0
cc_mean36_CNT_DRAWINGS_OTHER_CURRENT,0.0,0.0
prev_sum_NAME_PORTFOLIO_Cars,0.0,0.0
pos_NAME_CONTRACT_STATUS_CNT_XNA,0.0,0.0
cc_mean4_CNT_DRAWINGS_OTHER_CURRENT,0.0,0.0
pos_NAME_CONTRACT_STATUS_CNT_Amortized_debt,0.0,0.0
FLAG_DOCUMENT_9,0.0,0.0
cc_mean4_SK_DPD_DEF,0.0,0.0
FLAG_DOCUMENT_4,0.0,0.0
FLAG_CONT_MOBILE,0.0,0.0
bureau_active_avg_DAYS_ENDDATE_FACT,0.0,0.0
prev_sum_NAME_TYPE_SUITE_Group_of_people,0.0,0.0
pos_NAME_CONTRACT_STATUS_CNT_Demand,0.0,0.0
cc_scale_mean_scale_sum_CNT_ACCOUNT_W_MONTH,0.0,0.0
pos_NAME_CONTRACT_STATUS_CNT_Canceled,0.0,0.0
cc_var_CNT_ACCOUNT_W_MONTH,0.0,0.0
bureau_CREDIT_CURRENCY_mode,0.0,0.0
cc_mean_CNT_ACCOUNT_W_MONTH,0.0,0.0
cc_Demand,0.0,0.0
bureau_recent_AMT_CREDIT_SUM_OVERDUE,0.0,0.0
bureau_sum_CREDIT_CURRENCY_currency_2,0.0,0.0
cc_Approved,0.0,0.0
cc_Refused,0.0,0.0
FLAG_DOCUMENT_13,0.0,0.0
prev_sum_CHANNEL_TYPE_Car_dealer,0.0,0.0
FLAG_DOCUMENT_14,0.0,0.0
FLAG_DOCUMENT_15,0.0,0.0
FLAG_DOCUMENT_16,0.0,0.0
FLAG_DOCUMENT_17,0.0,0.0
bureau_used_other_currency,0.0,0.0
cc_SK_DPD_DEF,0.0,0.0
cc_Sent_proposal,0.0,0.0
bureau_sum_CREDIT_CURRENCY_currency_4,0.0,0.0
bureau_sum_CREDIT_CURRENCY_currency_3,0.0,0.0
bureau_sum_CREDIT_ACTIVE_Bad_debt,0.0,0.0
FLAG_DOCUMENT_20,0.0,0.0
cc_max_CNT_ACCOUNT_W_MONTH,0.0,0.0
prev_sum_CODE_REJECT_REASON_SYSTEM,0.0,0.0
prev_sum_CODE_REJECT_REASON_VERIF,0.0,0.0
cc_max_CNT_DRAWINGS_OTHER_CURRENT,0.0,0.0
prev_sum_CODE_REJECT_REASON_XNA,0.0,0.0
cc_max_SK_DPD_DEF,0.0,0.0
cc_mean12_AMT_DRAWINGS_OTHER_RATIO,0.0,0.0
FLAG_DOCUMENT_19,0.0,0.0
bureau_recent_CREDIT_DAY_OVERDUE,0.0,0.0
bureau_recent_CREDIT_CURRENCY,0.0,0.0
bureau_recent_CNT_CREDIT_PROLONG,0.0,0.0
bureau_recent_AMT_SUM_OVERDUE_RATIO,0.0,0.0
prev_sum_NAME_CLIENT_TYPE_XNA,0.0,0.0
FLAG_DOCUMENT_21,0.0,0.0
